Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
66,121,0.1839,1335.0,92690.0,0.014169999999999999,1.0,ACER2 ADAMTSL1 APTX AQP3 AQP7 BAG1 C9orf131 C9orf24 C9orf72 CA9 CBWD1 CBWD2 CBWD5 CCDC107 CCIN CCL19 CCL21 CD274 CD72 CDC37L1 CDKN2B CNN2 CNTFR CNTLN CNTNAP3 CNTNAP3B COL17A1 CREB3 DDX58 DMAC1 DNAI1 DNAJA1 DNAJB5 ELAVL2 ENHO EXOSC3 FAM166B FAM205A FAM219A FAM221B FBXO10 FOXD4L4 FOXD4L5 FRMPD1 GALT GBA2 GLIPR2 GNE GRHPR HACD4 HAUS6 HINT2 IFNA1 IFNA10 IFNA14 IFNA16 IFNA17 IFNA2 IFNA21 IFNA4 IFNA5 IFNA6 IFNA7 IFNA8 IFNB1 IFNE IFNK IFNW1 IGFBPL1 IL11RA INSL4 INSL6 KIF24 LRRC19 MPDZ MPL MSMP MTAP NDUFB6 NPR2 NUDT2 OR13J1 OR2S2 PDCD1LG2 PGM5 PHF24 PIGO PLPP6 PRSS3 PUM3 RANBP6 RCL1 RECK RLN1 RLN2 RPS6 SAXO1 SHB SIGMAR1 SLC6A7 SNAPC3 SPAG8 SPATA31A6 SPATA31A7 SPATA6L SPINK4 ST3GAL1 TEK TESK1 TMEM215 TMEM8B TOMM5 TPD52L3 TYRP1 UBAP2 UNC13B ZBTB5 ZDHHC21 ZFAND6 ZNF658 ZNF850,positive regulation of peptidyl-serine phosphorylation of STAT protein|natural killer cell activation involved in immune response|regulation of peptidyl-serine phosphorylation of STAT protein|response to exogenous dsRNA|B cell proliferation,4.345e-27|2.21e-26|2.21e-26|6.614e-24|3.114e-23,6.854e-23|1.743e-22|1.162e-22|2.608e-20|9.823e-20,136.2|118.4|118.4|59.05|66.42
67,252,0.2137,6758.0,169700.0,0.038189999999999995,1.0,AARS2 ACAD9 ATP5F1A ATP5F1B ATP5F1C ATP5F1D ATP5F1E ATP5ME ATP5MF ATP5MG ATP5PB ATP5PD ATP5PF ATP5PO ATPAF2 AURKAIP1 BCS1L C12orf65 CARS2 COA3 COA5 COA6 COA7 COQ2 COQ4 COQ7 COX10 COX11 COX14 COX15 COX16 COX17 COX18 COX19 COX4I1 COX5B COX6B1 COX6C COX7C CYC1 CYCS DAP3 DARS2 DDX28 DHODH DHX30 DMAC1 EARS2 ECSIT ERAL1 FARS2 FASTKD5 FOXRED1 GADD45GIP1 GATB GATC GFM1 GFM2 GLRX5 GRSF1 GTPBP10 GTPBP8 HARS2 HIGD2A IBA57 ISCA1 ISCA2 KIAA0391 LARS2 LIG3 LRPPRC MALSU1 MARS2 MCAT METTL17 MIPEP MRM2 MRM3 MRPL1 MRPL10 MRPL11 MRPL12 MRPL13 MRPL14 MRPL15 MRPL16 MRPL17 MRPL18 MRPL19 MRPL2 MRPL20 MRPL21 MRPL22 MRPL23 MRPL24 MRPL27 MRPL28 MRPL3 MRPL30 MRPL32 MRPL33 MRPL34 MRPL35 MRPL36 MRPL37 MRPL38 MRPL39 MRPL4 MRPL40 MRPL41 MRPL42 MRPL43 MRPL44 MRPL45 MRPL46 MRPL47 MRPL48 MRPL49 MRPL50 MRPL51 MRPL53 MRPL54 MRPL55 MRPL57 MRPL58 MRPL9 MRPS10 MRPS11 MRPS12 MRPS14 MRPS16 MRPS17 MRPS18A MRPS18B MRPS18C MRPS2 MRPS21 MRPS22 MRPS23 MRPS24 MRPS25 MRPS26 MRPS27 MRPS28 MRPS30 MRPS31 MRPS33 MRPS34 MRPS35 MRPS5 MRPS6 MRPS7 MRPS9 MRRF MTERF3 MTERF4 MTFMT MTG1 MTG2 MTIF2 MTIF3 MTO1 MTPAP MTRF1L NARS2 NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA4 NDUFA5 NDUFA6 NDUFA8 NDUFA9 NDUFAF1 NDUFAF3 NDUFAF4 NDUFAF6 NDUFAF7 NDUFAF8 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS7 NDUFS8 NDUFV1 NDUFV2 NFU1 NGRN NOA1 NSUN4 NUBPL PDE12 PDSS1 PDSS2 PET100 PET117 PNPT1 POLG POLG2 POLRMT PTCD1 PTCD3 PYURF QRSL1 RARS2 RBFA RCC1L REXO2 RMND1 RPUSD3 RPUSD4 RTN4IP1 SARS2 SCO1 SCO2 SLC25A26 SLC30A9 SSBP1 SUPV3L1 SURF1 TARS2 TBRG4 TFAM TFB1M TFB2M TIMMDC1 TMEM242 TRMT10C TRUB2 TWNK UQCR10 UQCRB UQCRC1 UQCRC2 UQCRFS1 UQCRQ VARS2 WARS2 YBEY,mitochondrial gene expression|mitochondrial translation|mitochondrial translational termination|translational termination|mitochondrial translational elongation,4.335e-150|4.039e-136|1.396e-115|3.804e-115|2.396e-112,6.838e-146|3.186e-132|7.34e-112|1.5e-111|7.559e-109,63.21|71.03|75.03|69.67|74.05
68,51,0.1918,244.5,33090.0,0.007312999999999999,1.0,BUB1B BUB3 CEP192 CKAP5 CLTC DHX9 DLGAP5 DSN1 GAK GTSE1 HAUS1 HAUS2 HAUS3 HAUS4 HAUS5 HAUS6 HAUS8 HSPE1 KIF11 KIF15 KIF18A KIF18B KIF2C KNTC1 MAD2L1BP MAPRE1 MFAP1 MKI67 MYBL2 NDC80 NEDD1 RNPC3 RPAP1 SGO1 SGO2 SKA1 SKA3 SNRNP25 SPC24 SPC25 TACC3 TRIM37 TRIP13 TUBG1 TUBGCP4 TUBGCP5 TUBGCP6 USP8 ZMAT5 ZWILCH ZWINT,spindle organization|mitotic cell cycle|mitotic prometaphase|biological phase|mitotic cell cycle phase,1.535e-48|1.823e-46|7.507e-46|7.956e-41|7.956e-41,2.421e-44|1.438e-42|3.947e-42|3.138e-37|2.51e-37,56.33|20.82|68.78|44.69|44.69
69,54,0.2022,289.3,36370.0,0.007868,1.0,AAGAB ACAP2 AFTPH AGFG1 AP1B1 AP1G1 AP1M1 AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 ARMH3 C10orf88 CCDC32 CLTC COL4A3BP DENND4A DENND4C DLG1 DNM2 EXOC1 EXOC2 EXOC3 EXOC4 EXOC5 EXOC7 EXOC8 FCHO2 HEATR5B ITSN2 PI4KB PICALM PPP6C RAB10 RAB11A RAB35 RAB5C RAB8A RABIF RALGAPB SBF1 SBF2 SEC14L1 SGMS1 SH3GL1 SLC11A2 SNAP23 STEAP3 STX4 STXBP3 TBC1D14 TBCK TFRC,protein transport|peptide transport|amide transport|establishment of protein localization|vesicle-mediated transport,1.486e-26|2.799e-26|5.786e-26|1.129e-25|4.701e-25,2.344e-22|2.207e-22|3.042e-22|4.452e-22|1.483e-21,9.204|9.025|8.824|8.643|7.282
70,20,0.4345,82.55,13780.0,0.005939,1.0,ADAR DCP2 DDX6 EDC3 EDC4 EIF2AK2 IFNAR1 IFNAR2 IRF9 ISG15 JAK1 LSM14A MARF1 PNRC2 STAT1 STAT2 TYK2 USP18 XRN1 ZNFX1,type I interferon signaling pathway|cellular response to type I interferon|response to type I interferon|response to virus|defense response to symbiont,1.418e-17|1.602e-17|3.224e-17|6.215e-12|1.671e-11,2.236e-13|1.263e-13|1.695e-13|2.451e-08|5.272e-08,136.3|134.3|123.6|30.09|38.86
71,20,0.2029,38.56,16760.0,0.0022890000000000002,1.0,ACBD4 ADGRF5 AGRN ARMH4 B3GNT8 CCDC28B CELF5 DBNDD1 ITGB4 KTN1 LRRC28 LYSMD4 NCF2 PGPEP1L SEC22C SMCO1 TCN2 TRIM15 TTC23 UGT1A4,mesodermal cell differentiation|trophoblast cell migration|positive regulation of synaptic growth at neuromuscular junction|mesoderm formation|mesoderm morphogenesis,0.0003676|0.002036|0.002036|0.002162|0.002289,1|1|1|1|1,75.44|980.7|980.7|29.72|28.84
72,24,0.4188,115.6,16420.0,0.006972,1.0,AFDN ARHGAP29 CDC42 CDH1 CDH2 CRB3 CTNNA1 CTNND1 F11R HNF1B IRF6 MPP5 PARD3 PARD6B PATJ PAX8 PKN2 PRKCI RASSF7 RASSF8 RIPK4 TAX1BP3 TJP1 TP53BP2,cell-cell junction organization|cell-cell junction assembly|cell junction assembly|apical junction assembly|cell junction organization,1.204e-24|1.787e-22|4.332e-22|8.977e-19|2.008e-18,1.9e-20|1.41e-18|2.278e-18|3.54e-15|6.334e-15,66.44|84.33|44.13|123|24.66
73,73,0.1792,471.0,50150.0,0.009278,1.0,ABCF1 AK6 BOP1 BRIX1 C16orf72 C1D CCDC137 CDK5RAP3 CEBPZ DDRGK1 DDX21 DDX31 DDX55 DNAJC21 DUSP12 EBNA1BP2 EFL1 EXOSC1 EXOSC10 FTSJ3 GNL1 GNL2 GPATCH4 GRWD1 HEATR1 HSPA14 MAK16 MDM2 MRTO4 MYBBP1A NCL NEMF NOC3L NOL12 NOLC1 NOP16 NOP2 NSUN5 ODR4 PA2G4 PINX1 POLR1E PPAN PUM3 PWP1 PWP2 RBM28 RBM34 RPF1 RPF2 RPL28 RPS27L RRP1 RRP15 RRS1 RSL1D1 SBDS SDAD1 SURF6 TENT4B TRPM7 UBA5 UFC1 UFL1 UFM1 UFSP2 URB1 WDR12 WDR18 WDR74 WDR89 ZCCHC7 ZNF622,ribosome biogenesis|ribonucleoprotein complex biogenesis|rRNA processing|rRNA metabolic process|ribosomal large subunit biogenesis,1.594e-52|8.499e-47|1.684e-35|4.799e-35|2.195e-30,2.514e-48|6.704e-43|8.854e-32|1.893e-31|6.925e-27,32.98|23.55|30.08|28.97|72.42
74,66,0.1692,362.9,54220.0,0.006633,1.0,ACOT12 ACTBL2 ADGRV1 ANKRD34B ANKRD55 ARHGEF28 ARSB ARSK ATG10 ATG12 ATP6AP1L BHMT BHMT2 CARTPT CAST CATSPER2 CD180 CDH12 CRHBP DCANP1 DDX4 DLX1 DMGDH ELSPBP1 ERAP1 ERAP2 ERBIN F2R F2RL1 F2RL2 FAM151B FAM169A FER FST GAPT GPBP1 GZMA GZMK HECW2 HSPB3 HYKK ITGA1 ITGA2 KIAA0825 LIX1 MAP3K1 MCCC2 MTX3 NDUFAF2 NDUFS4 NUDT12 PCDHGA4 PLK2 PLPP1 POU5F2 RAB3C RNF138 SGTB SNX18 SPATA9 SPZ1 TASP1 TMEM171 TRIM23 TRIM36 UBE2C,thrombin-activated receptor signaling pathway|amino-acid betaine catabolic process|regulation of renin secretion into blood stream|positive regulation of Ras protein signal transduction|organonitrogen compound catabolic process,6.71e-06|9.988e-05|9.988e-05|0.0001313|0.0001559,0.1058|0.7878|0.5252|0.5179|0.4919,104|208|208|16.21|3.467
75,61,0.1744,319.1,48870.0,0.0064719999999999995,1.0,ABCD4 ACOT4 ADAM20 ADSSL1 AK7 AKT1 APOPT1 ASPG BAG5 BCL11B C14orf177 CDC42BPB CEP170B CHGA CHURC1 CLBA1 CRIP1 CYB5A CYP46A1 EFCAB11 EML1 EML5 ERG28 EXOC3L4 FBLN5 GOLGA5 GON7 GPR68 IFI27 IFI27L1 IFI27L2 JAG2 KIF26A KLC1 LRRC74A MOK MYMK NYAP1 PLA2G3 PPP1R13B PPP4R4 PTGR2 PTPN21 RIN3 SERPINA1 SERPINA11 SERPINA12 SERPINA3 SERPINA4 SERPINA5 SERPINA6 SERPINA9 SLC24A4 TECPR2 TFR2 TMEM121 TSHR UBR7 UNC79 VIPAS39 ZBTB42,negative regulation of endopeptidase activity|negative regulation of peptidase activity|negative regulation of proteolysis|negative regulation of hydrolase activity|regulation of endopeptidase activity,4.777e-08|6.649e-08|6.786e-08|8.36e-07|4.128e-06,0.0007535|0.0005244|0.0003568|0.003297|0.01302,12.61|12.11|9.978|7.544|7.286
76,35,0.2013,119.8,25070.0,0.0047420000000000006,1.0,ABRAXAS2 ARRDC4 ASCL1 C1QL1 CCDC96 CPE CTSO CYS1 DNAL4 DYNC1I2 ESR1 FAM174B FOXA1 FOXA2 GATA3 GRHL2 HLA-C IER5 ITPKA MDK MYH9 NKX2-1 NRG4 PCMTD1 POLR1E PTRH1 PWP1 SALL3 SOX1 STOM TAC3 TCOF1 TMEM82 TRPS1 TSPAN17,lung epithelial cell differentiation|lung cell differentiation|lung epithelium development|negative regulation of epithelial to mesenchymal transition|regulation of epithelial to mesenchymal transition,9.063e-08|1.078e-07|3.905e-07|6.882e-07|8.009e-07,0.00143|0.0008498|0.002053|0.002714|0.002527,111.3|106|74.22|63.61|30.25
77,21,0.7671,161.1,14920.0,0.01065,1.0,CD46 CD55 DPM1 DPM3 GPAA1 PGAP2 PIGC PIGH PIGK PIGL PIGM PIGN PIGO PIGP PIGQ PIGS PIGT PIGU PIGV PIGW PIGY,GPI anchor biosynthetic process|GPI anchor metabolic process|glycolipid biosynthetic process|protein lipidation|lipoprotein biosynthetic process,1.334e-49|2.102e-49|1.498e-44|6.729e-43|1.489e-42,2.104e-45|1.658e-45|7.878e-41|2.654e-39|4.696e-39,582.3|564.7|278.1|221.8|211.7
78,73,0.1866,490.4,48430.0,0.009995,1.0,AFG3L2 ATP5F1A ATP5F1B ATP5F1C ATP5F1D ATP5F1E ATP5ME ATP5MF ATP5MG ATP5MPL ATP5PB ATP5PD ATP5PF ATP5PO ATPAF2 C19orf70 CHCHD3 CHCHD4 CLPB CLUH CRLS1 DNAJC11 DNM1L FAM136A FAM210A FOXRED1 GHITM GRPEL1 HAX1 HTRA2 IARS2 IMMP2L IMMT LETM1 LONP1 MFN2 MINOS1 MRM2 MTCH2 MTIF3 MTRF1L MTX1 MTX2 NDUFB10 NDUFC2 NOP2 OCIAD1 OPA1 OPA3 PAM16 PARL PGS1 PHB2 PITRM1 PRELID3B PTPMT1 ROMO1 SAMM50 SLC25A3 STOML2 TAMM41 TBRG4 TIMM13 TIMM17A TIMM23 TIMM44 TMEM11 TMEM126A TMEM242 TOMM70 TRIAP1 WBP11 YME1L1,mitochondrion organization|inner mitochondrial membrane organization|mitochondrial membrane organization|mitochondrial transport|mitochondrial transmembrane transport,1.169e-57|3.622e-48|4.129e-40|4.514e-38|1.731e-35,1.845e-53|2.857e-44|2.171e-36|1.78e-34|5.461e-32,28.62|144.5|55.66|36.46|63.61
79,22,0.2001,46.22,18410.0,0.0024980000000000002,1.0,ACP5 ASAP2 BIRC7 CLN5 CTDSP1 CXXC4 DCAF16 DNAJB8 LANCL1 MOB3C POMT1 RGS11 SERPINE3 SEZ6L2 SPACA9 SPATA31A3 TMED8 TRPV3 TTPA USP25 VSX2 ZNF556,intracellular pH reduction|pH reduction|regulation of natural killer cell apoptotic process|negative regulation of hair cycle|positive regulation of GTP binding,0.001291|0.001449|0.002133|0.002133|0.003198,1|1|1|1|1,39.01|36.71|936.1|936.1|468.1
80,24,0.2014,55.58,20040.0,0.0027600000000000003,1.0,ABCB11 ACRV1 CHRM5 CLTCL1 DEFB129 DPCD DYNAP EFHB EPHB1 FNDC7 GALNT9 HHIP LCP1 LIPC MC4R MEGF10 MEIG1 MFHAS1 NAXD PGBD4 REG1A RTL10 TMEM184A WNT2B,skeletal muscle satellite cell activation|organic hydroxy compound transport|cell population proliferation|intermediate-density lipoprotein particle remodeling|regulation of acinar cell proliferation,2.717e-05|0.000737|0.002145|0.002327|0.002327,0.4286|1|1|1|1,343.2|17.05|7.196|858.1|858.1
81,24,0.2012,55.53,19900.0,0.0027760000000000003,1.0,ACSF3 CACNA1D CDC42EP1 CEBPD COQ5 DCBLD1 DPPA4 HRH1 KIF3A KMO MYH1 NLRP2 NUTM1 PROKR1 PSKH1 PSTPIP2 RGS22 RNF182 SEPT4 TMEM101 TRAFD1 TSPAN11 XAF1 ZNF250,positive regulation of establishment or maintenance of cell polarity regulating cell shape|regulation of establishment or maintenance of cell polarity regulating cell shape|malonate catabolic process|positive regulation of axo-dendritic protein transport|regulation of axo-dendritic protein transport,0.002327|0.002327|0.002327|0.002327|0.002327,1|1|1|1|1,858.1|858.1|858.1|858.1|858.1
82,11,0.653,35.91,6845.0,0.005202,0.999969,ACSL3 AGPAT2 AMFR C12orf49 CYB5B LPIN1 MBTPS1 SCAP SCD SREBF1 TMEM41A,regulation of cholesterol biosynthetic process|regulation of sterol biosynthetic process|regulation of cholesterol metabolic process|regulation of lipid biosynthetic process|regulation of alcohol biosynthetic process,8.448e-09|8.448e-09|2.413e-08|3.794e-08|5.528e-08,0.0001333|6.663e-05|0.0001269|0.0001496|0.0001744,170.2|170.2|129.1|47.52|104
83,20,0.2002,38.05,16470.0,0.002299,1.0,ACSL6 ANGPTL1 AQP1 C10orf105 CACNA1S CH25H DHRS9 DYSF EMILIN1 FDXACB1 KCNK15 LNX1 NUDT19 PAIP2B PLEKHD1 PTPRF RNFT2 RPS6KC1 SHISA4 ST8SIA5,monocarboxylic acid metabolic process|maintenance of symbiont-containing vacuole by host|lipid biosynthetic process|monocyte activation involved in immune response|carbon dioxide transmembrane transport,0.001386|0.001939|0.002403|0.002908|0.002908,1|1|1|1|1,8.014|1030|6.888|514.9|514.9
84,19,0.2055,35.14,15450.0,0.002264,1.0,ACSM4 C4orf17 ELOVL7 FIGN GCKR KLK7 NGEF PDCL3 PKD2L2 PNLIP PURA SYNPO SYTL3 TBC1D4 TMEM229B TMEM54 UBAC2 VCL VWC2L,spine apparatus assembly|regulation of protein localization to adherens junction|modification of dendritic spine|negative regulation of chaperone-mediated protein folding|cellular protein localization,0.001843|0.001843|0.002763|0.002763|0.0028,1|1|1|1|1,1084|1084|542|542|3.968
85,14,0.734,66.8,11270.0,0.005878,0.9999969999999999,ATOH1 C7orf33 CHRM2 CTLA4 IK IL33 KIAA0319 KIAA0586 LLCFC1 MLF2 MMP27 PRR9 SLC44A5 TBC1D1,positive regulation of inner ear receptor cell differentiation|regulation of CD86 production|positive regulation of CD86 production|regulation of CD80 production|auditory receptor cell fate specification,0.001358|0.001358|0.001358|0.001358|0.001358,1|1|1|1|1,1471|1471|1471|1471|1471
86,75,0.1691,469.2,59240.0,0.007838,1.0,AADAC AADACL2 ALDH1L1 ARHGAP31 ARHGEF26 C3orf36 C3orf58 C3orf80 CCDC80 CD200R1 CD200R1L CLDN11 CPA3 CPB1 EIF2A ERICH6 FAM131A FSTL1 GHSR GK5 GPR160 GPR171 GPR87 HTR3D HTR3E IFT57 IGSF10 KCNMB2 KLHL24 METTL15 MFSD1 MLF1 NPHP3 OR5AC2 OR5H1 OR5H2 OR5K1 OR5K3 P2RY1 P2RY12 P2RY13 P2RY14 PAQR9 PLCXD2 PLD1 PLSCR1 PLSCR2 PLSCR4 PLSCR5 PQLC2L PRR23B PRR23C PXYLP1 RHO ROPN1 ROPN1B RUBCN SCHIP1 SELENOT SERP1 SERPINI1 SERPINI2 SLC9C1 SOX14 TCTEX1D2 TFDP2 TM4SF1 TM4SF18 TM4SF19 TM4SF4 TRIM59 TRPC1 VEPH1 WDR5B ZBED2,G protein-coupled purinergic nucleotide receptor signaling pathway|purinergic nucleotide receptor signaling pathway|plasma membrane phospholipid scrambling|negative regulation of norepinephrine secretion|regulation of growth hormone secretion,8.142e-11|4.375e-08|1.787e-06|8.025e-06|2.687e-05,1.284e-06|0.0003451|0.009393|0.03165|0.08478,114.6|34.14|53.49|100.3|61.72
87,34,0.2022,113.4,22780.0,0.00494,1.0,ATXN2L CNOT1 CNOT10 CNOT11 CNOT2 CNOT4 CNOT9 DDX6 EIF3K EIF3L EIF4E2 FAM193A FOXK1 FOXK2 G3BP1 G3BP2 GGNBP2 GIGYF2 GPBP1 GPBP1L1 GSK3A GSK3B GSKIP LARP1 LARP4 LARP4B LSM12 NUFIP2 OTUD6B PUM1 RANBP3 TP53 UBALD1 UBALD2,regulation of cellular amide metabolic process|regulation of translation|posttranscriptional regulation of gene expression|mitotic G1 DNA damage checkpoint|mitotic G1/S transition checkpoint,2.892e-18|4.377e-16|8.703e-14|3.128e-13|3.498e-13,4.561e-14|3.452e-12|4.576e-10|1.234e-09|1.103e-09,22.43|23.04|15.5|73.42|72.33
88,60,0.1845,326.5,41230.0,0.007833,1.0,ACTG1 AFDN ARHGAP21 ARHGAP29 ARHGEF12 BTBD9 CAP1 CDC42 CFL1 CORO1C CRB3 CTNNA1 CTNND1 F11R FLII GNA13 IQGAP1 IRF6 KCTD10 LLGL2 LPAR2 LRRFIP2 LUZP1 MPP5 MPRIP MYH9 MYL12A MYL12B MYL6 MYO9A MYO9B NEURL4 NUAK2 PARD3 PARD6B PATJ PAX8 PDLIM7 PKN2 PPP1R12A PPP1R12C PRKCI RASSF7 RASSF8 RHOA RHOC RIC8A RIPK4 ROCK1 ROCK2 S1PR2 SIAH1 SPECC1L SSH2 TAX1BP3 TJP1 TMOD3 TP53BP2 UNC45A WDR1,actin filament-based process|actin cytoskeleton organization|cell-cell junction assembly|cell-cell junction organization|apical junction assembly,1.379e-23|3.406e-22|2.449e-21|1.892e-20|1.132e-19,2.176e-19|2.687e-18|1.288e-17|7.46e-17|3.571e-16,14.44|15.21|41.85|30.36|64.45
89,13,0.6006,46.84,10040.0,0.004633,0.999993,AGAP6 ALOX5 BCL11B C10orf53 C10orf71 CHAT DRGX ERCC6 FAM170B SLC18A3 TMEM273 VSTM4 WASHC2A,olfactory bulb axon guidance|leukotriene A4 biosynthetic process|neurotransmitter secretion|signal release from synapse|leukotriene production involved in inflammatory response,0.001261|0.001261|0.001587|0.001587|0.001891,1|1|1|1|1,1584|1584|34.07|34.07|792.1
90,35,0.2024,120.4,23060.0,0.005179,1.0,ATP5F1E AURKA CSE1L CTNNBL1 CYB5R4 DDX27 DSN1 EIF2S2 EIF6 GID8 LCMT1 MTG2 NCAPH2 NFS1 PDRG1 PFDN4 PPME1 PPP4C PPP4R3A PPP4R3B PPP6C PPP6R3 PSMA7 PTPA RAE1 RBM39 ROMO1 RPN2 RPS21 RTEL1 RTF2 TIPRL TP53RK TPX2 TTI1,mitotic cell cycle process|mitotic cell cycle|cell cycle process|macromolecule metabolic process|cellular protein metabolic process,2.696e-07|6.98e-07|1.413e-05|1.498e-05|1.63e-05,0.004252|0.005505|0.07427|0.05906|0.05141,8.126|7.314|5.202|2.157|2.75
91,86,0.177,646.8,55710.0,0.01144,1.0,ADPGK ALG12 ALG3 ALG5 ALG6 ALG8 ALG9 ARF4 ARHGAP45 ATP2C1 AUP1 BCL2 CCDC134 CDK5RAP3 CNPY2 CPD DDRGK1 DERL1 DERL2 DNAJB11 DNAJC21 DNAJC3 DOLK DOLPP1 DPM1 DPM2 DPM3 EFL1 ERN1 FAF2 FURIN GANAB HERPUD1 HSP90B1 IGF1R IKBKB IKZF3 IRF4 IRS1 IRS2 KBTBD2 MANF MEF2C MPDU1 MPI NFE2L2 NFKB1 ODR4 OST4 OSTC PMM2 POU2AF1 PRDM1 PRKCSH RPN2 SEC23IP SEC61B SEC62 SEC63 SEL1L SERP1 SLC33A1 SLC35B4 SMAD7 SSR1 SSR2 SSR3 STT3A SUCO SURF4 SYVN1 TAPT1 TCF3 TM9SF3 TMEM165 TMEM41B UBA5 UBALD2 UBE2G2 UBE2J1 UFC1 UFL1 UFM1 UFSP2 UGP2 XBP1,protein N-linked glycosylation|response to endoplasmic reticulum stress|glycoprotein metabolic process|protein glycosylation|macromolecule glycosylation,6.284e-27|6.204e-26|1.408e-23|6.924e-21|6.924e-21,9.913e-23|4.893e-22|7.404e-20|2.73e-17|2.184e-17,57.33|21.93|15.82|19.64|19.64
92,36,0.187,117.8,23110.0,0.005057,1.0,ARIH1 ARIH2 ARIH2OS CAB39 CAND1 COPS9 CUL1 CUL3 CUL5 DCUN1D1 DCUN1D3 DCUN1D5 FBXO5 FBXW11 FRYL GLMN KCTD10 KEAP1 NAA30 NAA35 NAE1 NEDD8 NF2 PDCD10 RALGAPB RBX1 RNF7 SENP8 SKP2 SOCS6 TAOK1 UBA3 UBE2F UBE2M UBE2Q1 UBE2R2,protein modification by small protein conjugation|protein modification by small protein conjugation or removal|protein neddylation|post-translational protein modification|cellular protein modification process,1.721e-26|1.038e-25|1.021e-22|4.877e-22|3.832e-19,2.714e-22|8.187e-22|5.368e-19|1.923e-18|1.209e-15,16.95|14.04|428.2|27.75|5.531
93,148,0.1676,1823.0,116900.0,0.015319999999999999,1.0,ADA ADNP APCDD1L ATP9A BCAS1 BCAS4 BMP7 BPI BPIFA1 BPIFA2 BPIFA3 BPIFB1 BPIFB2 BPIFB3 BPIFB4 C20orf173 CASS4 CCM2L CD40 CDH22 CDH4 CDK5RAP1 CEBPB CNBD2 COMMD7 COX4I2 CPNE1 CTSA CTSZ DEFB115 DEFB116 DEFB118 DEFB119 DEFB121 DEFB123 DEFB124 DLGAP4 DUSP15 EDEM2 EEF1A2 EPB41L1 EPPIN ERGIC3 FAM209A FAM209B FAM83C FOXS1 GDAP1L1 GDF5 GGT6 GGT7 GHRH HCK HM13 IFT52 JPH2 KCNB1 KIAA1755 KIF3B LBP MAP1LC3A MATN4 MMP24 MMP9 MTRNR2L3 MYH7B MYL9 MYLK2 MYT1 NDFIP1 NECAB3 NFATC2 NNAT NOL4L NPBWR2 OCSTAMP OPRL1 OSBPL2 PABPC1L PARD6B PCIF1 PCK1 PI3 PKIG PLAGL2 PLTP PMEPA1 POFUT1 PPDPF PPP1R16B PREX1 PTK6 PXMP4 R3HDML RAB22A RAB5IF RALY RBM38 RBPJL REM1 RIMS4 RIPOR3 SAMHD1 SDC4 SEMG1 SEMG2 SERINC3 SGK2 SLA2 SLC12A5 SLC13A3 SLC2A10 SLC2A4RG SLC32A1 SLCO4A1 SLPI SMCR8 SNAI1 SNTA1 SOGA1 SPAG4 SPATA25 SPINT3 SPINT4 STX16 TFAP2C TGM2 TLDC2 TM9SF4 TMEM189 TNNC2 TP53INP2 TSHZ2 VSTM2L WFDC11 WFDC2 WFDC3 WFDC6 WFDC8 WFDC9 WISP2 XKR7 YWHAB ZGPAT ZHX3 ZNF341 ZNF831 ZSWIM1,defense response to bacterium|antimicrobial humoral response|antibacterial humoral response|response to bacterium|negative regulation of molecular function,1.842e-13|1.509e-12|5.135e-11|1.012e-10|1.461e-09,2.906e-09|1.19e-08|2.7e-07|3.991e-07|4.609e-06,8.47|13.38|23.99|4.845|3.565
94,40,0.2388,186.2,27940.0,0.006603,1.0,ACVR1 ACVR1B ACVR2A APH1A BAMBI BCL9L BMPR1A BMPR2 CHMP5 CNEP1R1 CTDNEP1 CYB5R2 ERP44 FKBP1A HECTD1 HNF4A IPO8 LEMD3 LRIG1 LRIG3 MIB1 NCSTN NEO1 PMEPA1 PSEN1 PSENEN RGMB RNF11 RNF111 SMAD1 SMAD6 SMAD7 SMURF1 SMURF2 SPPL3 TCF7L2 TGFBR1 TGFBR2 TGFBR3 UBAC1,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway|transmembrane receptor protein serine/threonine kinase signaling pathway|negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway|enzyme linked receptor protein signaling pathway|regulation of cellular response to growth factor stimulus,1.251e-27|9.42e-26|2.784e-24|9.134e-22|4.007e-21,1.974e-23|7.43e-22|1.464e-20|3.602e-18|1.264e-17,41.03|47.04|58.84|15.6|29.98
